Date/Time,Station,Station Name,Longitude,Latitude,Climate ID,Province,Year,Month,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD
1871-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1871,8,21.8,0.0,,32.2,0.0,11.7,0.0,0.0,0.0,,95.5,0.0,,,11.0,,,,8.0,125.6
1871-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1871,9,16.0,0.0,,32.8,0.0,3.3,0.0,0.0,0.0,,33.0,0.0,,,5.0,,,,102.2,42.1
1871-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1871,10,10.3,0.0,,28.3,0.0,-1.1,0.0,0.5,0.0,,85.2,0.0,,,9.0,,,,242.4,2.6
1871-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1871,11,-0.1,0.0,,11.1,0.0,-21.7,0.0,23.9,0.0,,74.3,0.0,,,10.0,,,,543.6,0.0
1871-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1871,12,-7.8,0.0,,7.8,0.0,-30.6,0.0,64.9,0.0,,75.2,0.0,,,12.0,,,,798.4,0.0
1872-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,1,-7.3,0.0,,5.6,0.0,-23.3,0.0,34.5,0.0,,49.2,0.0,,,5.0,,,,783.8,0.0
1872-02-29,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,2,-6.3,0.0,,7.2,0.0,-18.9,0.0,81.0,0.0,,83.3,0.0,,,7.0,,,,703.4,0.0
1872-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,3,-6.0,0.0,,11.1,0.0,-28.9,0.0,74.3,0.0,,76.9,0.0,,,11.0,,,,744.7,0.0
1872-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,4,7.2,0.0,,26.7,0.0,-3.9,0.0,21.1,0.0,,36.1,0.0,,,5.0,,,,323.0,0.0
1872-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,5,15.0,0.0,,28.9,0.0,3.3,0.0,0.0,0.0,,47.3,0.0,,,10.0,,,,94.7,2.4
1872-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,6,20.3,0.0,,33.3,0.0,7.8,0.0,0.0,0.0,,57.0,0.0,,,9.0,,,,25.9,94.4
1872-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,7,22.5,0.0,,34.4,0.0,12.8,0.0,0.0,0.0,,86.4,0.0,,,9.0,,,,4.5,144.5
1872-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,8,22.8,0.0,,34.4,0.0,10.6,0.0,0.0,0.0,,83.5,0.0,,,12.0,,,,7.3,156.2
1872-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,9,17.8,0.0,,28.9,0.0,7.2,0.0,0.0,0.0,,162.8,0.0,,,14.0,,,,37.7,30.4
1872-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,10,9.3,0.0,,25.0,0.0,-0.6,0.0,0.0,0.0,,155.6,0.0,,,9.0,,,,270.6,0.6
1872-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,11,1.2,0.0,,11.1,0.0,-12.2,0.0,27.2,0.0,,101.3,0.0,,,9.0,,,,503.9,0.0
1872-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1872,12,-10.4,0.0,,2.2,0.0,-27.8,0.0,110.1,0.0,,110.1,0.0,,,15.0,,,,881.6,0.0
1873-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,1,-9.8,0.0,,5.0,0.0,-26.1,0.0,104.8,0.0,,132.0,0.0,,,11.0,,,,862.6,0.0
1873-02-28,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,2,-7.9,0.0,,6.7,0.0,-23.3,0.0,42.3,0.0,,44.5,0.0,,,5.0,,,,724.5,0.0
1873-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,3,-2.0,0.0,,7.2,0.0,-15.6,0.0,85.5,0.0,,130.6,0.0,,,9.0,,,,619.9,0.0
1873-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,4,5.5,0.0,,21.7,0.0,-1.7,0.0,0.0,0.0,,76.5,0.0,,,13.0,,,,374.4,0.0
1873-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,5,13.4,0.0,,27.2,0.0,1.7,0.0,0.0,0.0,,35.9,0.0,,,11.0,,,,157.7,15.7
1873-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,6,18.7,0.0,,29.4,0.0,8.9,0.0,0.0,0.0,,76.3,0.0,,,10.0,,,,27.6,47.4
1873-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,7,21.9,0.0,,32.2,0.0,12.2,0.0,0.0,0.0,,64.9,0.0,,,10.0,,,,3.4,123.7
1873-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,8,20.8,0.0,,29.4,0.0,9.4,0.0,0.0,0.0,,43.5,0.0,,,5.0,,,,0.8,88.1
1873-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,9,15.8,0.0,,29.4,0.0,4.4,0.0,0.0,0.0,,118.2,0.0,,,12.0,,,,87.1,20.0
1873-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,10,10.6,0.0,,27.2,0.0,-3.3,0.0,1.3,0.0,,168.6,0.0,,,14.0,,,,230.1,0.3
1873-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1873,11,-2.9,0.0,,12.8,0.0,-15.6,0.0,110.8,0.0,,134.0,0.0,,,12.0,,,,626.7,0.0
1874-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,1,-8.3,0.0,,8.3,0.0,-28.3,0.0,46.2,0.0,,143.2,0.0,,,12.0,,,,815.9,0.0
1874-02-28,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,2,-9.8,0.0,,5.6,0.0,-27.8,0.0,44.5,0.0,,63.6,0.0,,,9.0,,,,778.6,0.0
1874-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,3,-4.5,0.0,,11.1,0.0,-19.4,0.0,63.2,0.0,,91.9,0.0,,,14.0,,,,696.3,0.0
1874-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,4,0.0,0.0,,11.1,0.0,-17.8,0.0,51.3,0.0,,78.4,0.0,,,12.0,,,,540.4,0.0
1874-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,5,11.3,0.0,,28.9,0.0,-1.1,0.0,2.3,0.0,,91.6,0.0,,,11.0,,,,210.2,1.6
1874-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,6,17.2,0.0,,29.4,0.0,7.2,0.0,0.0,0.0,,97.3,0.0,,,12.0,,,,54.1,29.8
1874-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,7,20.3,0.0,,30.6,0.0,12.2,0.0,0.0,0.0,,152.4,0.0,,,13.0,,,,7.5,79.1
1874-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,8,19.2,0.0,,28.9,0.0,9.4,0.0,0.0,0.0,,39.4,0.0,,,4.0,,,,19.0,55.7
1874-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,9,16.8,0.0,,28.9,0.0,6.1,0.0,0.0,0.0,,78.6,0.0,,,7.0,,,,59.1,22.5
1874-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,10,8.8,0.0,,18.9,0.0,0.6,0.0,0.0,0.0,,39.8,0.0,,,9.0,,,,285.0,0.0
1874-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,11,-0.4,0.0,,12.2,0.0,-17.2,0.0,45.7,0.0,,56.7,0.0,,,10.0,,,,551.1,0.0
1874-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1874,12,-9.8,0.0,,6.7,0.0,-27.2,0.0,54.6,0.0,,56.1,0.0,,,13.0,,,,861.4,0.0
1875-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,1,-14.4,0.0,,-1.1,0.0,-25.0,0.0,88.9,0.0,,88.9,0.0,,,11.0,,,,1003.2,0.0
1875-02-28,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,2,-13.4,0.0,,6.1,0.0,-31.1,0.0,36.7,0.0,,43.5,0.0,,,8.0,,,,878.1,0.0
1875-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,3,-6.0,0.0,,5.0,0.0,-23.3,0.0,38.0,0.0,,58.2,0.0,,,11.0,,,,742.5,0.0
1875-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,4,2.3,0.0,,16.1,0.0,-11.7,0.0,18.5,0.0,,46.5,0.0,,,7.0,,,,470.3,0.0
1875-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,5,11.6,0.0,,27.8,0.0,-1.1,0.0,4.1,0.0,,130.4,0.0,,,14.0,,,,205.8,8.9
1875-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,6,17.8,0.0,,28.9,0.0,4.4,0.0,0.0,0.0,,83.0,0.0,,,8.0,,,,42.5,36.5
1875-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,7,19.7,0.0,,26.7,0.0,10.0,0.0,0.0,0.0,,92.5,0.0,,,8.0,,,,8.2,62.1
1875-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,8,20.6,0.0,,30.6,0.0,10.6,0.0,0.0,0.0,,65.8,0.0,,,8.0,,,,13.6,94.2
1875-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,9,13.1,0.0,,30.6,0.0,1.1,0.0,0.0,0.0,,131.5,0.0,,,11.0,,,,164.5,17.2
1875-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,10,5.1,0.0,,14.4,0.0,-2.8,0.0,6.9,0.0,,120.2,0.0,,,13.0,,,,399.7,0.0
1875-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,11,-4.3,0.0,,5.0,0.0,-27.8,0.0,46.8,0.0,,68.4,0.0,,,12.0,,,,669.3,0.0
1875-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1875,12,-8.7,0.0,,12.2,0.0,-30.6,0.0,61.3,0.0,,78.5,0.0,,,16.0,,,,826.4,0.0
1876-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,1,-7.7,0.0,,12.2,0.0,-21.7,0.0,80.8,0.0,,117.2,0.0,,,17.0,,,,795.6,0.0
1876-02-29,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,2,-9.9,0.0,,5.0,0.0,-26.1,0.0,73.2,0.0,,95.8,0.0,,,10.0,,,,808.4,0.0
1876-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,3,-4.1,0.0,,11.1,0.0,-20.0,0.0,115.8,0.0,,134.7,0.0,,,13.0,,,,684.7,0.0
1876-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,4,3.5,0.0,,13.9,0.0,-8.3,0.0,29.2,0.0,,56.6,0.0,,,10.0,,,,434.4,0.0
1876-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,5,10.9,0.0,,27.2,0.0,-0.6,0.0,1.3,0.0,,89.1,0.0,,,14.0,,,,226.8,7.4
1876-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,6,19.9,0.0,,29.4,0.0,8.9,0.0,0.0,0.0,,81.7,0.0,,,10.0,,,,21.1,77.8
1876-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,7,21.7,0.0,,31.1,0.0,10.0,0.0,0.0,0.0,,110.1,0.0,,,10.0,,,,7.6,121.1
1876-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,8,21.1,0.0,,33.3,0.0,8.9,0.0,0.0,0.0,,50.3,0.0,,,3.0,,,,18.1,115.6
1876-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,9,13.6,0.0,,27.8,0.0,5.0,0.0,0.0,0.0,,139.5,0.0,,,10.0,,,,137.6,5.6
1876-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,10,5.9,0.0,,20.0,0.0,-3.9,0.0,2.3,0.0,,69.1,0.0,,,11.0,,,,374.4,0.0
1876-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,11,1.5,0.0,,12.2,0.0,-13.3,0.0,0.0,0.0,,46.3,0.0,,,9.0,,,,493.8,0.0
1876-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1876,12,-11.6,0.0,,3.3,0.0,-30.0,0.0,61.2,0.0,,61.2,0.0,,,9.0,,,,919.0,0.0
1877-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,1,-12.1,0.0,,4.4,0.0,-29.4,0.0,59.2,0.0,,62.3,0.0,,,12.0,,,,933.4,0.0
1877-02-28,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,2,-2.7,0.0,,8.9,0.0,-16.7,0.0,10.0,0.0,,12.5,0.0,,,4.0,,,,578.4,0.0
1877-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,3,-3.9,0.0,,7.8,0.0,-22.2,0.0,61.9,0.0,,133.0,0.0,,,13.0,,,,679.2,0.0
1877-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,4,7.1,0.0,,23.3,0.0,-7.2,0.0,24.6,0.0,,76.3,0.0,,,8.0,,,,327.6,0.0
1877-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,5,13.3,0.0,,26.1,0.0,0.0,0.0,0.0,0.0,,15.9,0.0,,,4.0,,,,164.9,18.0
1877-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,6,18.4,0.0,,29.4,0.0,9.4,0.0,0.0,0.0,,59.8,0.0,,,11.0,,,,28.8,41.9
1877-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,7,21.9,0.0,,31.7,0.0,12.8,0.0,0.0,0.0,,93.7,0.0,,,10.0,,,,2.1,121.6
1877-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,8,21.1,0.0,,31.1,0.0,13.3,0.0,0.0,0.0,,88.9,0.0,,,12.0,,,,0.4,97.8
1877-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,9,16.9,0.0,,28.9,0.0,5.6,0.0,0.0,0.0,,22.4,0.0,,,4.0,,,,67.6,33.5
1877-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,10,7.2,0.0,,26.1,0.0,-5.0,0.0,13.7,0.0,,94.7,0.0,,,13.0,,,,337.4,2.6
1877-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,11,1.9,2.0,,11.1,2.0,-7.2,1.0,13.0,0.0,,122.6,0.0,,,16.0,,,,450.4,0.0
1877-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1877,12,-3.1,0.0,,8.3,0.0,-13.9,0.0,10.9,0.0,,40.7,0.0,,,7.0,,,,655.0,0.0
1878-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,1,-9.9,0.0,,5.6,0.0,-27.8,0.0,77.6,0.0,,87.7,0.0,,,12.0,,,,864.6,0.0
1878-02-28,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,2,-5.6,0.0,,7.2,0.0,-18.9,0.0,26.0,0.0,,33.1,0.0,,,5.0,,,,661.3,0.0
1878-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,3,0.4,0.0,,11.1,0.0,-17.8,0.0,49.3,0.0,,64.0,0.0,,,8.0,,,,544.7,0.0
1878-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,4,9.3,0.0,,22.8,0.0,-0.6,0.0,5.9,0.0,,96.2,0.0,,,10.0,,,,262.1,0.0
1878-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,5,12.9,0.0,,24.4,0.0,1.7,0.0,2.5,0.0,,107.0,0.0,,,11.0,,,,159.6,0.2
1878-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,6,17.9,0.0,,32.2,0.0,4.4,0.0,0.0,0.0,,30.2,0.0,,,6.0,,,,52.8,49.7
1878-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,7,22.3,0.0,,32.8,0.0,12.2,0.0,0.0,0.0,,138.2,0.0,,,8.0,,,,2.1,134.7
1878-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,8,20.4,0.0,,27.8,0.0,12.2,0.0,0.0,0.0,,95.6,0.0,,,12.0,,,,2.3,76.1
1878-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,9,16.7,0.0,,28.9,0.0,4.4,0.0,0.0,0.0,,40.5,0.0,,,6.0,,,,73.5,35.0
1878-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,10,10.6,0.0,,23.3,0.0,-2.2,0.0,0.3,0.0,,137.4,0.0,,,12.0,,,,230.3,0.6
1878-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,11,0.9,0.0,,7.2,0.0,-7.2,0.0,37.1,0.0,,125.5,0.0,,,15.0,,,,513.4,0.0
1878-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1878,12,-6.4,0.0,,8.3,0.0,-18.3,0.0,83.3,0.0,,151.9,0.0,,,12.0,,,,755.8,0.0
1879-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,1,-11.0,0.0,,2.2,0.0,-26.1,0.0,100.7,0.0,,100.7,0.0,,,14.0,,,,898.7,0.0
1879-02-28,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,2,-11.5,0.0,,2.8,0.0,-26.1,0.0,67.6,0.0,,68.3,0.0,,,8.0,,,,826.4,0.0
1879-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,3,-4.0,0.0,,9.4,0.0,-20.6,0.0,79.0,0.0,,110.3,0.0,,,14.0,,,,682.6,0.0
1879-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,4,3.6,1.0,,18.9,1.0,-12.8,0.0,17.6,0.0,,24.5,0.0,,,4.0,,,,416.5,0.0
1879-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,5,13.8,0.0,,30.0,0.0,0.6,0.0,0.0,0.0,,19.4,0.0,,,4.0,,,,146.4,16.7
1879-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,6,16.7,0.0,,30.6,0.0,3.3,0.0,0.0,0.0,,122.4,0.0,,,15.0,,,,73.7,35.0
1879-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,7,19.8,0.0,,28.3,0.0,11.1,0.0,0.0,0.0,,124.0,0.0,,,12.0,,,,10.6,65.0
1879-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,8,18.3,0.0,,29.4,0.0,8.3,0.0,0.0,0.0,,35.5,0.0,,,9.0,,,,35.1,45.4
1879-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,9,13.7,0.0,,27.2,0.0,0.6,0.0,0.0,0.0,,80.7,0.0,,,12.0,,,,141.1,12.0
1879-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,10,11.5,0.0,,26.7,0.0,-5.6,0.0,0.0,0.0,,43.1,0.0,,,5.0,,,,212.1,10.0
1879-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,11,-0.7,0.0,,15.6,0.0,-16.7,0.0,37.1,0.0,,108.6,0.0,,,9.0,,,,559.6,0.0
1879-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1879,12,-9.3,0.0,,8.3,0.0,-31.7,0.0,87.4,0.0,,127.8,0.0,,,16.0,,,,845.5,0.0
1880-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,1,-5.6,0.0,,6.7,0.0,-23.3,0.0,41.4,0.0,,72.2,0.0,,,14.0,,,,733.1,0.0
1880-02-29,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,2,-7.2,0.0,,10.6,0.0,-27.8,0.0,66.3,0.0,,95.3,0.0,,,12.0,,,,729.4,0.0
1880-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,3,-5.6,0.0,,10.0,0.0,-23.9,0.0,63.3,0.0,,64.3,0.0,,,13.0,,,,732.3,0.0
1880-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,4,3.6,0.0,,17.2,0.0,-12.2,0.0,21.8,0.0,,102.3,0.0,,,14.0,,,,430.7,0.0
1880-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,5,14.6,0.0,,29.4,0.0,-5.0,0.0,0.0,0.0,,75.6,0.0,,,11.0,,,,128.8,23.0
1880-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,6,18.9,0.0,,30.0,0.0,9.4,0.0,0.0,0.0,,77.1,0.0,,,9.0,,,,29.8,55.8
1880-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,7,20.9,0.0,,30.0,0.0,11.7,0.0,0.0,0.0,,136.0,0.0,,,8.0,,,,2.6,93.7
1880-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,8,19.3,0.0,,30.0,0.0,7.2,0.0,0.0,0.0,,36.6,0.0,,,6.0,,,,24.6,65.2
1880-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,9,16.7,0.0,,29.4,0.0,4.4,0.0,0.0,0.0,,72.0,0.0,,,10.0,,,,76.9,36.5
1880-10-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,10,7.9,0.0,,25.0,0.0,-4.4,0.0,7.9,0.0,,120.8,0.0,,,12.0,,,,312.1,0.0
1880-11-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,11,-1.8,0.0,,15.0,0.0,-16.7,0.0,32.5,0.0,,124.7,0.0,,,11.0,,,,592.8,0.0
1880-12-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1880,12,-9.1,0.0,,5.0,0.0,-22.8,0.0,44.9,0.0,,52.3,0.0,,,12.0,,,,839.4,0.0
1881-01-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,1,-12.9,0.0,,1.7,0.0,-26.1,0.0,64.3,0.0,,64.3,0.0,,,9.0,,,,958.9,0.0
1881-02-28,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,2,-8.0,0.0,,6.7,0.0,-26.7,0.0,18.3,0.0,,69.8,0.0,,,8.0,,,,727.6,0.0
1881-03-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,3,-0.8,0.0,,7.8,0.0,-12.2,0.0,77.5,0.0,,112.1,0.0,,,12.0,,,,583.4,0.0
1881-04-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,4,4.2,0.0,,23.3,0.0,-13.3,0.0,1.1,0.0,,12.4,0.0,,,2.0,,,,413.1,0.0
1881-05-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,5,13.8,0.0,,30.0,0.0,0.0,0.0,0.0,0.0,,82.4,0.0,,,12.0,,,,141.2,10.6
1881-06-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,6,16.4,0.0,,27.8,0.0,3.3,0.0,0.0,0.0,,35.5,0.0,,,9.0,,,,68.2,18.8
1881-07-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,7,21.2,0.0,,34.4,0.0,12.2,0.0,0.0,0.0,,84.1,0.0,,,10.0,,,,4.5,104.3
1881-08-31,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,8,20.8,0.0,,32.8,0.0,11.1,0.0,0.0,0.0,,52.9,0.0,,,6.0,,,,4.4,92.7
1881-09-30,Montreal (McTavish/McGill),MONTREAL MCGILL,-73.583,45.5,7025280,QC,1881,9,18.2,0.0,,30.6,0.0,5.6,0.0,0.0,0.0,,46.8,0.0,,,8.0,,,,38.7,44.0
